tier,score,name,category,city,rating,reviews,has_website,website_type,website_url,address,phone,rank_pos,search_query
HOT,145,"Texas Center for Cosmetic Dentistry, Dr. Guy Lewis and Dr. Teddy",cosmetic dentist,Donna,4.9,398,False,none,,Closes soon,,2,top rated cosmetic dentist near Donna tx
HOT,145,Dental Park,cosmetic dentist,Rio Grande City,5.0,1300,False,none,,Closes soon,,2,top rated cosmetic dentist near Rio Grande City tx
HOT,145,McAllen Orthodontic Group,orthodontist,McAllen,5.0,1100,False,none,,4900 N 10th St f2,,2,best orthodontist in McAllen texas
HOT,145,Red Square Dental & Orthodontics,orthodontist,Edinburg,4.8,850,False,none,,2702 Cornerstone Blvd,,2,best orthodontist in Edinburg texas
HOT,145,Rodeo Dental & Orthodontics,orthodontist,Mission,4.9,1200,False,none,,2423 E Expressway 83 #300,,2,best orthodontist in Mission texas
HOT,145,McAllen Orthodontic Group,orthodontist,Mission,5.0,1100,False,none,,Closed,,2,top rated orthodontist near Mission tx
HOT,145,"Dr. Stephen P. Shepard, D.D.S., M.S.D",orthodontist,Harlingen,4.9,203,False,none,,2022 E Harrison Ave,,2,orthodontist in Harlingen tx
HOT,139,Iman Dental Center,dentist,Mission,4.8,451,False,none,,801 N Conway Ave,,3,top rated dentist near Mission tx
HOT,139,Agua Dental,dentist,Brownsville,4.9,2400,False,none,,1873 Boca Chica Blvd,,3,top rated dentist near Brownsville tx
HOT,139,Idea Family Dentistry & Orthodontics,dentist,Pharr,5.0,577,False,none,,310 S Cage Blvd,(956) 223-4754,3,best dentist in Pharr texas
HOT,139,Jordan Dental,dentist,Weslaco,4.9,755,False,none,,415 S Airport Dr STE C,(956) 375-2248,3,top rated dentist near Weslaco tx
HOT,139,Alanis Dental Center,dentist,Alamo,4.9,328,False,none,,109 S 6th St,(956) 787-3317,3,dentist in Alamo tx
HOT,139,Dental Park,cosmetic dentist,McAllen,4.9,677,False,none,,3300 N McColl Rd Ste M,,3,cosmetic dentist in McAllen tx
HOT,139,Ethos Modern Dental - Edinburg & McAllen TX,cosmetic dentist,Edinburg,5.0,394,False,none,,1701 S McColl Rd Suite 9 & 10,,3,cosmetic dentist in Edinburg tx
HOT,139,Yi Dentistry,cosmetic dentist,Edinburg,4.9,526,False,none,,206 W Mahl St,,3,top rated cosmetic dentist near Edinburg tx
HOT,139,David Pedley D.D.S. Family and Cosmetic Dentistry,cosmetic dentist,Brownsville,4.9,304,False,none,,127 E Price Rd,,3,best cosmetic dentist in Brownsville texas
HOT,139,Southern Dental,cosmetic dentist,Weslaco,4.9,494,False,none,,1210 E 8th St Ste 2,,3,best cosmetic dentist in Weslaco texas
HOT,139,Drake Family Dentistry,cosmetic dentist,San Benito,4.9,807,False,none,,Closes soon,,3,top rated cosmetic dentist near San Benito tx
HOT,139,Cosmetic Dentistry of San Antonio,cosmetic dentist,Alamo,5.0,978,False,none,,Closes soon,,3,top rated cosmetic dentist near Alamo tx
HOT,139,Smile Muse Spa,cosmetic dentist,Los Fresnos,4.9,291,False,none,,,,3,top rated cosmetic dentist near Los Fresnos tx
HOT,139,Arcade Dental - Pharr,cosmetic dentist,Hidalgo,5.0,978,False,none,,,,3,best cosmetic dentist in Hidalgo texas
HOT,139,Schmidgall Dental Aesthetics,cosmetic dentist,Hidalgo,5.0,1000,False,none,,Closes soon,,3,top rated cosmetic dentist near Hidalgo tx
HOT,139,RGV Orthodontics,orthodontist,McAllen,4.9,613,False,none,,6316 North 10th Street building k,,3,best orthodontist in McAllen texas
HOT,139,Rodeo Dental & Orthodontics,orthodontist,Brownsville,4.9,3900,False,none,,1634 Central Blvd,,3,best orthodontist in Brownsville texas
HOT,139,Rodeo Dental & Orthodontics,orthodontist,Brownsville,5.0,3900,False,none,,2950 Southmost Rd Suite 103,,3,top rated orthodontist near Brownsville tx
HOT,139,Harlingen Chiropractic Accident & CDL Clinic,chiropractor,Harlingen,5.0,404,False,none,,1610 E Tyler Ave STE E,(956) 734-5111,3,best chiropractor in Harlingen texas
HOT,134,Brident Dental & Orthodontics,orthodontist,Harlingen,4.3,421,False,none,,1208 S Expressway 83,,3,orthodontist in Harlingen tx
HOT,129,Alanis Marko E DDS,dentist,Alamo,,956,False,none,,109 S 6th St,(956) 787-3317,3,best dentist in Alamo texas
HOT,125,Legacy Dental,dentist,Brownsville,4.9,2600,True,social,https://www.legacydentaltx.com/?utm_source=google&amp;utm_medium=google_business_profile&amp;utm_campaign=website_click,2200 Boca Chica Blvd #138,(956) 986-2222,1,dentist in Brownsville tx
HOT,125,Arcade Dental - Pharr,dentist,Pharr,5.0,978,True,social,https://www.arcadedentaltx.com/,8001 S Jackson Rd #4,(956) 300-4111,1,best dentist in Pharr texas
HOT,125,Beautiful Smiles,cosmetic dentist,Mission,4.9,175,False,none,,900 Plaza Dr STE 3,,1,cosmetic dentist in Mission tx
HOT,125,Los Fresnos Dental Center,cosmetic dentist,Los Fresnos,4.9,138,False,none,,810 W Ocean Blvd,,1,top rated cosmetic dentist near Los Fresnos tx
HOT,120,Toothday Family Dentistry,cosmetic dentist,Donna,4.9,175,False,none,,309 N D Salinas Blvd,,2,cosmetic dentist in Donna tx
HOT,120,Cosmetic Dental Associates - Alamo Ranch,cosmetic dentist,Alamo,5.0,169,False,none,,Closes soon,,2,top rated cosmetic dentist near Alamo tx
HOT,120,Life Smiles - Dr.A,orthodontist,Brownsville,5.0,164,False,none,,4237 Frontage Rd 77 #1,,2,best orthodontist in Brownsville texas
HOT,114,Westlake Family Dentistry,dentist,Brownsville,4.9,1000,True,social,http://westlakefamilydentistrytx.com/,3020 W Alton Gloor Blvd Suite D,(956) 420-8689,3,dentist in Brownsville tx
HOT,114,Pinnacle Health,chiropractor,Alamo,4.8,104,False,none,,427 E Duranta Ave # 104,(956) 702-4255,3,best chiropractor in Alamo texas
HOT,110,Dental Park,dentist,McAllen,5.0,1300,True,real,https://www.dentalparkmcallen.com/,930 E Expressway 83,(956) 540-7825,1,dentist in McAllen tx
HOT,110,Agua Dental - Edinburg,dentist,Edinburg,4.9,1300,True,real,https://www.aguadentaltexas.com/,307 E University Dr,(956) 380-2482,1,top rated dentist near Edinburg tx
HOT,110,Sabal Dental - Harlingen,dentist,Harlingen,4.9,915,True,real,https://www.sabaldental.com/,321 S 13th St,(956) 275-7596,1,dentist in Harlingen tx
HOT,110,Smile Magic of Weslaco,dentist,Weslaco,4.9,1800,True,real,https://mysmilemagic.com/locations/weslaco/,802 N Texas Blvd,(956) 242-4099,1,dentist in Weslaco tx
HOT,110,Martinez Dental Group,dentist,San Benito,4.7,249,True,real,http://www.mtzdentalgroup.com/,985 S Sam Houston Blvd #3064,(956) 399-4312,1,dentist in San Benito tx
HOT,110,Rodeo Dental & Orthodontics of Donna,dentist,Donna,5.0,1900,True,real,https://www.rodeodental.com/locations/donna-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=donna-tx-extnet,1814 East Highway 2 Ste. D,(956) 281-0770,1,top rated dentist near Donna tx
HOT,110,Rodeo Dental & Orthodontics of Alamo,dentist,Alamo,4.9,1400,True,real,https://www.rodeodental.com/locations/alamo-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=alamo-extnet,1449 W Duranta Ave suite a,(956) 232-9939,1,dentist in Alamo tx
HOT,110,Rodeo Dental & Orthodontics of Rio Grande City,dentist,Rio Grande City,5.0,3100,True,real,https://www.rodeodental.com/locations/rio-grande-city-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=rio-grande-tx-extnet,4024 US-83 #100,(956) 413-7542,1,best dentist in Rio Grande City texas
HOT,110,J. Castillo Cosmetic & Family Dentistry,cosmetic dentist,McAllen,4.9,910,True,real,https://castillocosmeticdentistry.com/,2215 W Fern Ln,(956) 305-3172,1,best cosmetic dentist in McAllen texas
HOT,110,The Lakes Family Dental,cosmetic dentist,Edinburg,4.8,1700,True,real,https://www.thelakesfamilydental.com/?utm_source=Google&amp;utm_medium=Local&amp;utm_campaign&amp;utm_content=GMB,3103 Center Pointe Dr,(956) 567-9891,1,best cosmetic dentist in Edinburg texas
HOT,110,Drake Family Dentistry,cosmetic dentist,Harlingen,4.9,807,True,real,https://www.drakefamilydentistry.com/,2319 E Tyler Ave,(956) 428-3300,1,cosmetic dentist in Harlingen tx
HOT,110,A Perfect Smile Orthodontics,orthodontist,McAllen,4.9,2100,True,real,http://www.aperfectsmileorthodontics.com/,1400 E Expressway 83 #155,(956) 630-6166,1,top rated orthodontist near McAllen tx
HOT,110,Rodeo Dental & Orthodontics of Harlingen,orthodontist,Harlingen,4.9,2200,True,real,https://www.rodeodental.com/locations/harlingen-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=harlingen-tx-extnet,601 N 77 Sunshine Strip #4,(956) 370-3700,1,best orthodontist in Harlingen texas
HOT,110,Rodeo Dental & Orthodontics of Weslaco,orthodontist,Weslaco,4.9,3000,True,real,https://www.rodeodental.com/locations/weslaco-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=weslaco-tx-extnet,1901 W Expy 83 #800,(956) 277-2414,1,orthodontist in Weslaco tx
HOT,110,Rodeo Dental & Orthodontics of San Benito,orthodontist,San Benito,4.9,3300,True,real,https://www.rodeodental.com/locations/san-benito-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=san-benito-tx-extnet,1141 US-77 BUS #G,(956) 413-7539,1,orthodontist in San Benito tx
HOT,110,Unique Orthodontics,orthodontist,Los Fresnos,4.9,2100,True,real,https://uniqueortho.com/,,(559) 222-2522,1,top rated orthodontist near Los Fresnos tx
HOT,110,Rodeo Dental & Orthodontics of Rio Grande City,orthodontist,Rio Grande City,5.0,3100,True,real,https://www.rodeodental.com/locations/rio-grande-city-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=rio-grande-tx-extnet,4024 US-83 #100,956-413-7542,1,best orthodontist in Rio Grande City texas
HOT,110,SmileLife Orthodontics,orthodontist,South Padre Island,4.9,1400,True,real,https://smilelifebraces.com/locations/corpus-christi/,Closes soon,(361) 853-1900,1,best orthodontist in South Padre Island texas
HOT,110,Garcia Chiropractic,chiropractor,McAllen,5.0,383,True,real,http://www.garciachiropractic.com/,2921 N 23rd St,(956) 687-7878,1,best chiropractor in McAllen texas
HOT,110,Doctor Arevalo,chiropractor,Edinburg,4.9,241,True,real,https://drjosepharevalo.com/,3202 W Alberta Rd,(956) 335-2972,1,best chiropractor in Edinburg texas
HOT,110,Khit Chiropractic & Wellness Center,chiropractor,Mission,5.0,1100,True,real,https://www.khitchiropractic.com/,401 Bryan Rd,(956) 583-4300,1,chiropractor in Mission tx
HOT,110,The Joint Chiropractic,chiropractor,Harlingen,4.8,216,True,real,https://www.thejoint.com/texas/harlingen/harlingen-28133,2205 W Lincoln St,(956) 365-2014,1,chiropractor in Harlingen tx
HOT,110,Khit Chiropractic & Wellness Center,chiropractor,Brownsville,5.0,586,True,real,https://www.khitchiropractic.com/,62 E Price Rd,(956) 621-1154,1,best chiropractor in Brownsville texas
HOT,110,Khit Chiropractic & Wellness Center,chiropractor,Weslaco,5.0,858,True,real,https://www.khitchiropractic.com/,3202 W Expy 83,(956) 968-2787,1,chiropractor in Weslaco tx
HOT,110,Texas Injury Chiropractic,chiropractor,San Benito,5.0,468,True,real,http://www.texasinjurychiro.com/,,(956) 399-7200,1,chiropractor in San Benito tx
HOT,110,The Joint Chiropractic,chiropractor,Alamo,4.8,917,True,real,https://www.thejoint.com/texas/san-antonio/alamo-ranch-28077,,(210) 741-8791,1,best chiropractor in Alamo texas
HOT,110,Kaizen Clinical Partners (RGV Adult & Internal Medicine - Mercedes),chiropractor,Mercedes,4.7,262,True,real,http://www.kaizenclinicalpartners.com/,330 N Ohio Ave,(956) 903-4218,1,chiropractor in Mercedes tx
HOT,110,"DR JOEY LONGORIA, DC",chiropractor,Hidalgo,5.0,254,True,real,https://www.chiromcallen.com/,,(956) 687-7705,1,chiropractor in Hidalgo tx
HOT,105,Smile Magic of McAllen,dentist,McAllen,4.8,2300,True,real,https://mysmilemagic.com/locations/mcallen/,2708 W Nolana Ave Suite 120,(956) 278-8148,2,dentist in McAllen tx
HOT,105,Los Ebanos Family Dentistry,dentist,Brownsville,4.9,236,True,real,http://www.losebanosfamilydentistry.com/,925 E Los Ebanos Blvd,(956) 542-1177,2,dentist in Brownsville tx
HOT,105,Rodeo Dental & Orthodontics of Pharr,dentist,Pharr,4.9,4300,True,real,https://www.rodeodental.com/locations/pharr-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=pharr-tx-extnet,1300 S Cage Blvd #K,(956) 413-7540,2,best dentist in Pharr texas
HOT,105,De La Garza Family Dental,dentist,Weslaco,4.9,448,True,real,http://www.delagarzafamilydentaltexas.com/?utm_source=GBP&amp;utm_medium=Organic&amp;utm_campaign=GBPListing,461 N Westgate Dr,(956) 968-8713,2,dentist in Weslaco tx
HOT,105,Agua Dental,dentist,Alamo,4.9,2200,True,real,http://www.aguadentaltexas.com/,,(956) 702-2482,2,top rated dentist near Alamo tx
HOT,105,Tijerina Family & Cosmetic Dentistry of McAllen,cosmetic dentist,McAllen,5.0,516,True,real,https://www.tijerinadentistry.com/,4121 N 22nd St,(956) 687-6103,2,best cosmetic dentist in McAllen texas
HOT,105,Ethos Modern Dental - Edinburg & McAllen TX,cosmetic dentist,Edinburg,5.0,394,True,real,https://ethosmoderndental.com/,1701 S McColl Rd Suite 9 & 10,(956) 222-1555,2,best cosmetic dentist in Edinburg texas
HOT,105,Rio Vista Dentistry,cosmetic dentist,Harlingen,4.9,432,True,real,https://www.riovistadentistry.com/,802 TX-499 Loop #1,(956) 425-7726,2,cosmetic dentist in Harlingen tx
HOT,105,McAllen Orthodontic Group,orthodontist,McAllen,5.0,1100,True,real,https://mcallenorthodonticgroup.com/,4900 N 10th St f2,(956) 687-2004,2,top rated orthodontist near McAllen tx
HOT,105,"Dr. Stephen P. Shepard, D.D.S., M.S.D",orthodontist,Harlingen,4.9,203,True,real,http://www.shepardsmiles.com/,2022 E Harrison Ave,(956) 423-4646,2,best orthodontist in Harlingen texas
HOT,105,Dr. Pablo Tagle III Chiropractic Wellness Center,chiropractor,McAllen,4.7,235,True,real,http://www.drtaglechiro.com/,3130 N 23rd St,(956) 686-8060,2,chiropractor in McAllen tx
HOT,105,Khit Chiropractic & Wellness Center,chiropractor,McAllen,4.9,591,True,real,https://www.khitchiropractic.com/,708 W Nolana Ave,(956) 627-4750,2,best chiropractor in McAllen texas
HOT,105,Sharyland Chiropractic Center,chiropractor,Mission,4.9,269,True,real,https://www.sharylandchiropractic.com/,2422 E Griffin Pkwy,(956) 584-7388,2,chiropractor in Mission tx
HOT,105,Khit Chiropractic & Wellness Center,chiropractor,Harlingen,4.9,832,True,real,https://www.khitchiropractic.com/,602 E Harrison Ave,(956) 428-3627,2,chiropractor in Harlingen tx
HOT,105,Texas Injury Chiropractic,chiropractor,Brownsville,5.0,566,True,real,http://www.texasinjurychiro.com/,2501 Paredes Line Rd B-10,(956) 550-0665,2,best chiropractor in Brownsville texas
HOT,105,Airrosti Harlingen,chiropractor,San Benito,5.0,371,True,real,https://www.airrosti.com/location/texas/harlingen-6704-w-expressway-83-harli,Closes soon,(956) 420-0045,2,top rated chiropractor near San Benito tx
HOT,105,"Dora Cavazos, D.C. United Chiropractic & Rehabilitation",chiropractor,Donna,4.5,98,False,none,,1211 E Expressway 83 A,(956) 461-0777,1,chiropractor in Donna tx
HOT,100,Access Dental & Orthodontics,dentist,Harlingen,4.4,727,True,real,https://accessdentalclinics.com/locations/texas/harlingen-tx-on-dixieland-rd/,1214 Dixieland Rd # 4,(956) 428-5322,2,dentist in Harlingen tx
HOT,100,The Smile Clinic,dentist,Alamo,5.0,52,False,none,,725 N Tower Rd,(956) 787-4337,2,dentist in Alamo tx
HOT,100,Inner Peace Spa,chiropractor,Mercedes,5.0,64,False,none,,5001 E Expressway 83,(956) 903-0123,2,chiropractor in Mercedes tx
HOT,99,Mercy Dental,dentist,Edinburg,4.8,690,True,real,http://www.mercydentalgroup.com/,1905 E Monte Cristo Rd,(956) 720-4504,3,top rated dentist near Edinburg tx
HOT,99,Agua Dental,dentist,Brownsville,4.9,2400,True,real,http://www.aguadentaltexas.com/,1873 Boca Chica Blvd,(956) 544-2482,3,best dentist in Brownsville texas
HOT,99,Agua Dental,dentist,Pharr,5.0,840,True,real,http://aguadentaltexas.com/,1233 S Cage Blvd #104,(956) 544-1806,3,top rated dentist near Pharr tx
HOT,99,Rio Grande Family Dental,dentist,Rio Grande City,4.8,320,True,real,https://riograndefamilydental.com/,,(915) 603-4633,3,best dentist in Rio Grande City texas
HOT,99,Meza Family & Cosmetic Dentistry,cosmetic dentist,McAllen,4.9,352,True,real,http://www.mezadentistry.com/?utm_source=google&amp;utm_medium=organic&amp;utm_campaign=gmb,312 Pecan Blvd,(956) 687-6453,3,best cosmetic dentist in McAllen texas
HOT,99,"Compassion Dental of Harlingen/Ricardo Guillen, DDS",cosmetic dentist,Harlingen,5.0,315,True,real,https://www.compassiondentalharlingen.com/,822 E Harrison Ave,(956) 428-4434,3,best cosmetic dentist in Harlingen texas
HOT,99,Yi Dentistry,cosmetic dentist,Donna,4.9,526,True,real,https://www.skyidds.com/?utm_source=google&amp;utm_medium=gmb&amp;utm_campaign=gmb,Closes soon,(956) 383-4400,3,best cosmetic dentist in Donna texas
HOT,99,RGV Orthodontics,orthodontist,McAllen,4.9,613,True,real,http://www.rgvorthodontics.com/,6316 North 10th Street building k,(956) 682-6114,3,top rated orthodontist near McAllen tx
HOT,99,Red Square Dental & Orthodontics,orthodontist,Edinburg,4.8,850,True,real,http://www.redsquaredentalcare.com/,2702 Cornerstone Blvd,(956) 686-5511,3,orthodontist in Edinburg tx
HOT,99,Rodeo Dental & Orthodontics,orthodontist,Brownsville,4.9,2600,True,real,https://www.rodeodental.com/locations/brownsville-dentist-ruben-torres-blvd/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=brownsville-ruben-torres-extnet,2155 Ruben M Torres Blvd Suite 4,(956) 622-5838,3,orthodontist in Brownsville tx
HOT,99,Southern Dental,orthodontist,Weslaco,4.9,494,True,real,http://www.southernfamilydentaltexas.com/?utm_source=GBP&amp;utm_medium=Organic&amp;utm_campaign=GBPListing,1210 E 8th St Ste 2,(956) 969-2591,3,best orthodontist in Weslaco texas
HOT,99,TK Orthodontics (Havens Fresno),orthodontist,Los Fresnos,4.9,233,True,real,https://www.tk-ortho.com/?utm_source=google&amp;utm_medium=organic&amp;utm_campaign=gbp-listing,,(559) 448-9870,3,top rated orthodontist near Los Fresnos tx
HOT,99,Freels Orthodontics,orthodontist,Hidalgo,5.0,518,True,real,https://www.freelsorthodontics.com/,Closes soon,(956) 631-8181,3,orthodontist in Hidalgo tx
HOT,99,Rio Dental & Orthodontics - Dallas,orthodontist,Rio Grande City,5.0,476,True,real,https://riodentalgroup.com/dallas/,,(469) 812-5407,3,top rated orthodontist near Rio Grande City tx
HOT,99,Corpus Christi Orthodontics,orthodontist,South Padre Island,5.0,440,True,real,https://www.ccbraces.com/,Closes soon,(361) 992-4746,3,best orthodontist in South Padre Island texas
HOT,99,"Guajardo Chiropractic Clinic, LLC",chiropractor,McAllen,5.0,291,True,real,https://drsgtexas.com/,2217 Primrose Ave W,(956) 627-4995,3,chiropractor in McAllen tx
HOT,99,Airrosti Edinburg,chiropractor,Edinburg,5.0,242,True,real,https://www.airrosti.com/location/texas/edinburg-1601-w-trenton-edin,1601 W Trenton Rd Ste N,(956) 420-0045,3,best chiropractor in Edinburg texas
HOT,99,Airrosti Brownsville,chiropractor,Brownsville,5.0,268,True,real,https://www.airrosti.com/location/texas/brownsville-3819-n-expressway-bvill,3819 Frontage Rd 77/83 Ste 2,(956) 420-0045,3,best chiropractor in Brownsville texas
HOT,97,Rodeo Dental & Orthodontics of Edinburg,orthodontist,Edinburg,4.9,2500,True,real,https://www.rodeodental.com/locations/edinburg-tx/?utm_source=extnet&amp;utm_medium=organic&amp;utm_campaign=edinburg-tx-extnet,1560 E Canton Rd suite g,(956) 415-0343,4,orthodontist in Edinburg tx
HOT,97,Dr. Heather Brown Orthodontics,orthodontist,Mercedes,4.9,941,True,real,http://www.drheatherbrown.com/,Closes soon,(713) 665-4455,4,top rated orthodontist near Mercedes tx
HOT,94,Havener Orthodontics,orthodontist,Edinburg,4.9,92,False,none,,210 W Mahl St,,3,best orthodontist in Edinburg texas
HOT,94,STAR Chiropractic,chiropractor,Edinburg,4.9,52,False,none,,2104 S McColl Rd,(956) 720-4310,3,chiropractor in Edinburg tx
HOT,90,The Dentist,cosmetic dentist,South Padre Island,5.0,31,False,none,,4912 Padre Blvd,(956) 761-1012,1,cosmetic dentist in South Padre Island tx
HOT,89,"Jerry W. Duvall, DC",chiropractor,San Benito,4.4,56,False,none,,2480 W Business 77 Unit 09,(956) 425-6932,3,chiropractor in San Benito tx
HOT,85,Mercedes Family Dentistry,dentist,Mercedes,5.0,120,True,real,http://www.mercedesfamilydentistry.com/,300 N Ohio Ave,(956) 565-2419,1,best dentist in Mercedes texas
HOT,85,Los Fresnos Dental Center,dentist,Los Fresnos,4.9,138,True,real,http://losfresnosdental.com/,810 W Ocean Blvd,(956) 233-4400,1,dentist in Los Fresnos tx
HOT,85,Toothday Family Dentistry,cosmetic dentist,Donna,4.9,175,True,real,https://toothday.com/,309 N D Salinas Blvd,(956) 461-2424,1,best cosmetic dentist in Donna texas
HOT,85,"Raymond Cruz Best, DDS",cosmetic dentist,Rio Grande City,4.5,22,False,none,,419 E 2nd St,,2,best cosmetic dentist in Rio Grande City texas
HOT,85,Life Smiles - Dr.A,orthodontist,Brownsville,5.0,164,True,real,http://lifesmilesbraces.com/,4237 Frontage Rd 77 #1,(956) 513-0891,1,orthodontist in Brownsville tx
HOT,85,Chiropractic Center of McAllen,chiropractor,McAllen,5.0,192,True,real,https://chiromcallen.com/,3515 N 10th St,(956) 687-7705,1,chiropractor in McAllen tx
HOT,85,"Anthony J. Flaig, DC",chiropractor,Port Isabel,5.0,20,False,none,,402 S Garcia St,(956) 943-9943,2,chiropractor in Port Isabel tx
HOT,80,"Dr. Adam M. Lalonde, DDS",dentist,Los Fresnos,5.0,113,True,real,http://www.losfresnosdental.com/,810 W Ocean Blvd,(956) 233-4400,2,dentist in Los Fresnos tx
HOT,80,Rio Grande City Pediatric Dentistry,dentist,Rio Grande City,4.8,107,True,real,https://www.riopediatricdentistry.com/,"5342 E US Hwy 83 Bldg C, Ste 3",(956) 317-1365,2,best dentist in Rio Grande City texas
HOT,80,"Dr. Adam M. Lalonde, DDS",cosmetic dentist,Los Fresnos,5.0,113,True,real,Dr.Lalonde,810 W Ocean Blvd,,2,top rated cosmetic dentist near Los Fresnos tx
HOT,80,Los Fresnos Family Dentistry,orthodontist,Los Fresnos,4.2,40,False,none,,209 N Arroyo Blvd,(956) 233-5100,2,orthodontist in Los Fresnos tx
HOT,80,Alamo Heights Chiropractic Health Center,chiropractor,Alamo,4.9,196,True,real,https://www.alamoheightschiropractic.com/,Closes soon,(210) 828-9211,2,best chiropractor in Alamo texas
HOT,80,Laguna Madre Chiropractic,chiropractor,Port Isabel,5.0,13,False,none,,402 S Garcia St,(956) 943-9943,1,chiropractor in Port Isabel tx
HOT,75,Star Chiropractic Center,chiropractor,Weslaco,5.0,17,False,none,,1400 N Westgate Dr #103,(956) 973-2229,2,chiropractor in Weslaco tx
WARM,74,Top Dental,dentist,McAllen,4.7,115,True,real,https://www.topdentalmcallen.com/,228 N Ware Rd Unit 10,(956) 618-5811,3,dentist in McAllen tx
WARM,74,Fresno Dental,dentist,Los Fresnos,4.9,192,True,real,http://www.fresnodentaltexas.com/,Closes soon,(832) 930-4648,3,best dentist in Los Fresnos texas
