tier,score,name,category,city,rating,reviews,has_website,website_type,website_url,address,phone,rank_pos,search_query
WARM,74,Well Body,chiropractor,Mission,4.9,195,True,real,http://www.wellbodyco.com/,1229 E Griffin Pkwy Suite C,(956) 897-1248,3,best chiropractor in Mission texas
WARM,74,Rivera Chiropractic and Acupuncture Clinic - Chiropractor in Harlingen TX,chiropractor,Harlingen,4.9,161,True,real,https://drriverachiropractic.com/,814 E Harrison Ave,(956) 412-8551,3,chiropractor in Harlingen tx
WARM,65,Port Isabel Dental Associates,cosmetic dentist,Port Isabel,4.6,73,True,real,https://www.portisabeldental.com/,215 W Queen Isabella Blvd # A,(956) 943-4166,1,cosmetic dentist in Port Isabel tx
WARM,65,Patterson Chiropractic Clinic,chiropractor,Edinburg,4.6,86,True,real,http://www.edinburgchiropractors.com/,1011 S Closner Blvd,(956) 383-0191,1,chiropractor in Edinburg tx
WARM,65,Spineworks Chiropractic PLLC,chiropractor,Pharr,4.9,54,True,real,http://www.spineworkschiro.com/,1210 W Expy 83 Suite 10,(956) 510-8254,1,chiropractor in Pharr tx
WARM,64,Yi Dentistry - Donna,cosmetic dentist,Donna,5.0,3,False,none,,201 N Main St Ste B,,3,cosmetic dentist in Donna tx
WARM,64,Dr. Juan Guerra,cosmetic dentist,Rio Grande City,4.3,8,False,none,,127 FM 3167,(956) 263-1889,3,cosmetic dentist in Rio Grande City tx
WARM,64,Dr. Juan Guerra,cosmetic dentist,Rio Grande City,4.3,8,False,none,,127 FM 3167,,3,best cosmetic dentist in Rio Grande City texas
WARM,60,Havener Orthodontics,orthodontist,Edinburg,4.9,92,True,real,http://www.havenerorthodontics.com/,210 W Mahl St,(956) 381-8262,2,orthodontist in Edinburg tx
WARM,60,Martinez Joel DDS,orthodontist,Brownsville,4.7,71,True,real,http://rgvbraces.com/,1100 North Expy # D,(956) 682-2161,2,orthodontist in Brownsville tx
WARM,59,Sunshine Family Dentistry,dentist,San Benito,3.9,18,False,none,,1389 W Business 77,(956) 399-9929,3,top rated dentist near San Benito tx
WARM,59,Norberto Cantu Jr Family Dentist,orthodontist,Rio Grande City,3.9,16,False,none,,"5342 US-83 BLD C, STE 5",956-487-4746,3,best orthodontist in Rio Grande City texas
COLD,54,Valley Oral & Maxillofacial Surgery,cosmetic dentist,Mercedes,4.6,66,True,real,http://valleyoms.com/,5014 E Expressway 83,(956) 687-7141,3,cosmetic dentist in Mercedes tx
COLD,54,DIAGNOSTIC CHIROPRACTIC CLINIC,chiropractor,Brownsville,5.0,76,True,real,http://diagnosticchiropractic.com/,10 Providencia Ct,(956) 544-0322,3,top rated chiropractor near Brownsville tx
COLD,54,Ptacnik Mobile Chiropractic,chiropractor,Port Isabel,5.0,59,True,real,http://www.ptacnikmobilechiro.com/,,(408) 484-4325,3,top rated chiropractor near Port Isabel tx
COLD,49,The Joint Chiropractic,chiropractor,Mission,4.3,83,True,real,https://www.thejoint.com/texas/mission/sharyland-28005,2401 E Expressway 83,(956) 374-2543,3,chiropractor in Mission tx
COLD,45,Mid-Valley Dental: David L. Trevino DDS,dentist,Mercedes,4.8,28,True,real,http://midvalleydentalrgv.com/,302 N Texas Ave a,(956) 825-9090,2,best dentist in Mercedes texas
COLD,45,Khit Chiropractic & Wellness Center,chiropractor,Edinburg,5.0,31,True,real,https://khitchiropractic.com/,3101 I-69C,(956) 270-4170,2,chiropractor in Edinburg tx
COLD,45,Gold Chiropractic Clinic - Dr. David Coutcher D.C.,chiropractor,Pharr,4.7,30,True,real,http://goldchiro.com/,101 I-2 Suite F,(956) 782-8000,2,chiropractor in Pharr tx
COLD,39,Montalvo Dental Esthetics,dentist,San Benito,5.0,34,True,real,http://www.drmarcusmontalvo.com/,500 West Business 77 suite 102,(956) 276-4439,3,dentist in San Benito tx
COLD,39,"Gage Dental, PLLC",cosmetic dentist,South Padre Island,4.8,49,True,real,http://www.gagedental.net/,Closes soon,(361) 867-1800,3,cosmetic dentist in South Padre Island tx
COLD,35,Mint Orthodontics,orthodontist,Rio Grande City,4.6,16,True,real,http://www.mintorthodonticstexas.com/,5422 E US Hwy 83,956-283-5177,2,best orthodontist in Rio Grande City texas
COLD,35,Mint Orthodontics,orthodontist,Rio Grande City,4.6,16,True,real,http://www.mintorthodonticstexas.com/,5422 E US Hwy 83,(956) 283-5177,2,top rated orthodontist near Rio Grande City tx
LOW,34,Access Dental & Orthodontics,orthodontist,Weslaco,4.0,39,True,real,https://accessdentalclinics.com/locations/texas/weslaco-tx-on-w-expy-83/,2307 W Expy 83 # C,(956) 375-2467,3,orthodontist in Weslaco tx
LOW,30,Yi Dentistry - Donna,cosmetic dentist,Donna,5.0,3,True,real,http://www.skyidds.com/,201 N Main St Ste B,(956) 464-4448,2,best cosmetic dentist in Donna texas
LOW,30,United Chiropractic & Rehabilitation Center,chiropractor,Donna,5.0,2,True,real,http://www.weslacochiropractic.com/,1211 E Expressway 83,(956) 461-0777,2,chiropractor in Donna tx
LOW,29,Barringer Chiropractic Healthcare Center,chiropractor,Mercedes,5.0,10,True,real,http://www.barringerchiro.com/,,(817) 249-2717,3,chiropractor in Mercedes tx
LOW,29,7 Chiropractic,chiropractor,South Padre Island,5.0,19,True,real,https://sites.google.com/view/7-chiropractic/home,7 Chiropractic,(361) 737-1321,3,best chiropractor in South Padre Island texas
LOW,25,Alonso Armendariz DDS,cosmetic dentist,Rio Grande City,3.4,5,True,real,https://www.alonsoarmendarizdds.com/,1314 E San Benito St,(956) 488-8354,2,cosmetic dentist in Rio Grande City tx
LOW,25,Dr. Armando Salazar,cosmetic dentist,Port Isabel,4.0,4,True,real,https://www.portisabeldental.com/meet-the-doctor.html,215 W Queen Isabella Blvd # A,(956) 943-4166,2,cosmetic dentist in Port Isabel tx
LOW,24,Port Isabel Dental Associates: Thurber Phoebe DDS,cosmetic dentist,Port Isabel,5.0,3,True,real,https://www.portisabeldental.com/,"2407, 215 W Queen Isabella Blvd # A",(956) 943-4166,3,cosmetic dentist in Port Isabel tx
LOW,24,Archangel Chiropractic,chiropractor,Weslaco,4.4,11,True,real,http://www.archangelchiropractic.com/,505 Angelita Dr Ste 16,(956) 854-4303,3,chiropractor in Weslaco tx
