tier,score,name,category,city,rating,reviews,has_website,website_type,website_url,address,phone,rank_pos,search_query
HOT,80,Laguna Madre Chiropractic,chiropractor,Port Isabel,5.0,13,False,none,,402 S Garcia St,(956) 943-9943,1,chiropractor in Port Isabel tx
HOT,80,Siempre bella beauty and nail salon,nail salon,San Benito,5.0,18,False,none,,,(956) 564-2978,1,nail salon in San Benito tx
HOT,80,insurance corner RGV-LadyRifas,insurance agent,Los Fresnos,4.1,38,False,none,,10+ years in business,(956) 233-5005,2,best insurance agent in Los Fresnos texas
HOT,80,Los Fresnos Family Dentistry,orthodontist,Los Fresnos,4.2,40,False,none,,209 N Arroyo Blvd,(956) 233-5100,2,orthodontist in Los Fresnos tx
HOT,80,Dr. Kim Lim,optometrist,San Benito,4.1,35,False,none,,1126 US-77 BUS,(956) 399-1500,2,optometrist in San Benito tx
HOT,80,"MVP Body & Paint, LLC",auto body shop,San Benito,4.8,17,False,none,,7+ years in business,(956) 626-2291,1,best auto body shop in San Benito texas
HOT,80,C Contreras LMT,massage therapist,Donna,5.0,9,False,none,,,(956) 342-6495,1,massage therapist in Donna tx
HOT,80,Doggos Fashion Hidalgo Tx,restaurant,Hidalgo,4.5,14,False,none,,422 E Ramon Ayala Dr,,1,restaurant in Hidalgo tx
HOT,80,Antojitos Tere #2,restaurant,Hidalgo,5.0,15,False,none,,902 S Second St,,1,best restaurant in Hidalgo texas
HOT,80,Law Office of Robert J. Salinas & Assoc.,divorce attorney,Donna,5.0,5,False,none,,10+ years in business,(956) 464-2460,1,divorce attorney in Donna tx
HOT,80,Smileys Electric LLC,electrician,Weslaco,5.0,9,False,none,,,(956) 246-5222,1,best electrician in Weslaco texas
HOT,80,Resendez Financial Inc,accountant,San Benito,5.0,8,False,none,,5+ years in business,(956) 361-9377,1,accountant in San Benito tx
HOT,80,Correa Tax Services,accountant,Hidalgo,5.0,15,False,none,,10+ years in business,(956) 843-8044,1,accountant in Hidalgo tx
HOT,80,"Dr. Jay Walther, MD",dermatologist,Harlingen,4.3,37,False,none,,628 N Ed Carey Dr,(956) 423-1121,2,dermatologist in Harlingen tx
HOT,80,Law Office of Dennis Ramirez,criminal defense attorney,Donna,4.0,30,False,none,,10+ years in business,(956) 461-2890,2,criminal defense attorney in Donna tx
