kind,address,city,state,zip,subdivision,prop_type,prop_subtype,year_built,acres,lot_sf,finished_sf,beds,baths,list_price,sold_price,sold_date,list_date,date_added,status,query_status,listing_id,source_url,source,effective_price,effective_date,price_per_lot_sf
townhouse,2000 S 5th Street 21,McAllen,TX,78503,Townhomes Of Los Alegres #1,Residential,Condominium,1990,0.039,1715,1990,3,3,275000,,,,2025-10-10T13:12:34+00:00,Active,active,483048,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483048/2000-S-5th-Street-21-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,275000,2025-10-10,160.35
townhouse,3426 K Lane,McAllen,TX,78503,Georgetown Park,Residential,Townhouse,2025,0.057,2459,1446,3,3,275000,,,,2025-10-21T15:26:39+00:00,Active,active,481880,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/481880/3426-K-Lane-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,275000,2025-10-21,111.83
townhouse,901 E Yuma Avenue 504,McAllen,TX,78503,Pyxis Heights,Residential,Condominium,2022,0.042,1825,900,2,2,144500,,,,2025-10-31T04:01:54+00:00,Active,active,485852,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/485852/901-E-Yuma-Avenue-504-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,144500,2025-10-31,79.18
townhouse,4101 Ben Hogan Avenue,McAllen,TX,78503,Victorian Square,Residential,Townhouse,1994,0.065,2836,1418,2,3,192500,,,,2025-10-31T05:07:04+00:00,Active,active,485853,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/485853/4101-Ben-Hogan-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,192500,2025-10-31,67.88
townhouse,3007 S L Lane S,McAllen,TX,78503,Las Canadas,Residential,Condominium,2008,0.057,2478,1550,3,3,203000,,,,2025-11-22T21:19:21+00:00,Active,active,487616,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/487616/3007-S-L-Lane-S-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,203000,2025-11-22,81.92
townhouse,4217 Colbath Avenue 120A,McAllen,TX,78503,The Palms Villas,Residential,Condominium,2010,0.054,2346,1300,3,2,185000,,,,2025-12-04T21:42:36+00:00,Active,active,488334,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488334/4217-Colbath-Avenue-120A-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,185000,2025-12-04,78.86
townhouse,2016 S 5th Street 17,McAllen,TX,78503,Townhomes Of Los Alegres #1,Residential,Condominium,1990,0.054,2351,1691,2,2,129000,,,,2025-12-16T03:46:49+00:00,Pending,active,489155,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/489155/2016-S-5th-Street-17-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,129000,2025-12-16,54.87
townhouse,600 Wichita Avenue 107,McAllen,TX,78503,The Fairway Condominiums,Residential,Condominium,1978,0.053,2290,1616,3,2,249000,,,,2025-12-19T16:08:50+00:00,Active,active,490404,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/490404/600-Wichita-Avenue-107-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,249000,2025-12-19,108.73
townhouse,412 Toronto Avenue 37,McAllen,TX,78503,Townhomes Of Los Alegres #2,Residential,Townhouse,2002,0.036,1572,1828,2,3,209500,,,,2026-01-05T19:59:51+00:00,Active,active,491210,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491210/412-Toronto-Avenue-37-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,209500,2026-01-05,133.27
townhouse,1921 S 8th Street 23,McAllen,TX,78503,Rio Del Valle Condominiums,Residential,Condominium,1982,0.042,1843,1016,2,2,117500,,,,2026-01-12T19:17:22+00:00,Active,active,491891,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491891/1921-S-8th-Street-23-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,117500,2026-01-12,63.75
townhouse,1921 S 8th Street 11,McAllen,TX,78503,Rio Del Valle Condominiums,Residential,Apartment,1982,0.042,1843,1016,2,2,129000,,,,2026-02-05T11:31:06+00:00,Pending,active,493919,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493919/1921-S-8th-Street-11-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,129000,2026-02-05,69.99
townhouse,3005 S L Street 3,McAllen,TX,78503,Las Canadas,Residential,Condominium,2008,0.051,2200,1300,3,3,165000,,,,2026-01-17T06:54:31+00:00,Active,active,492436,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492436/3005-S-L-Street-3-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,165000,2026-01-17,75.0
townhouse,1412 E Keeton Street 31,McAllen,TX,78503,Las Jollas Condominiums,Residential,Condominium,2008,0.069,3013,1420,3,2,170000,,,,2026-01-30T16:17:40+00:00,Active,active,493535,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493535/1412-E-Keeton-Street-31-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,170000,2026-01-30,56.42
townhouse,844 N 7th Street,Alamo,TX,78516,Nebraska Village,Residential,Single Family Residence,2002,0.144,6250,1512,3,2,207000,,7/20/2023,,2023-05-29T00:00:00+00:00,Closed,sold,406415,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406415/844-N-7th-Street-Alamo-TX?widgetReferer=true,IDX-juanjoseelizondo,207000,7/20/2023,33.12
townhouse,836 N 7 1/2 Street,Alamo,TX,78516,Nebraska Village,Residential,Single Family Residence,2004,0.144,6272,1339,3,2,185000,,8/10/2023,,2023-07-07T00:00:00+00:00,Closed,sold,409365,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/409365/836-N-7-1-2-Street-Alamo-TX?widgetReferer=true,IDX-juanjoseelizondo,185000,8/10/2023,29.5
townhouse,709 Carey Lane,Alamo,TX,78516,Nebraska Village,Residential,Single Family Residence,2025,0.149,6499,1523,3,2,250000,,,,2025-10-16T19:25:24+00:00,Pending,active,483492,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483492/709-Carey-Lane-Alamo-TX?widgetReferer=true,IDX-juanjoseelizondo,250000,2025-10-16,38.47
townhouse,818 S 13th Street,Alamo,TX,78516,South Alamo Village,Residential,Mobile Home,2020,0.144,6249,1140,3,2,129000,,,,2025-12-04T16:40:16+00:00,Active,active,487837,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/487837/818-S-13th-Street-Alamo-TX?widgetReferer=true,IDX-juanjoseelizondo,129000,2025-12-04,20.64
