kind,address,city,state,zip,subdivision,prop_type,prop_subtype,year_built,acres,lot_sf,finished_sf,beds,baths,list_price,sold_price,sold_date,list_date,date_added,status,query_status,listing_id,source_url,source,effective_price,effective_date,price_per_lot_sf
townhouse,5321 N 10th Street 102,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T22:22:02+00:00,Active,active,474724,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474724/5321-N-10th-Street-102-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
townhouse,5321 N 10th Street 503,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T23:21:46+00:00,Active,active,474739,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474739/5321-N-10th-Street-503-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
townhouse,5321 N 10th Street 203,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T23:21:46+00:00,Active,active,474736,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474736/5321-N-10th-Street-203-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
townhouse,5321 N 10th Street 504,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T23:21:52+00:00,Active,active,474737,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474737/5321-N-10th-Street-504-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
townhouse,5321 N 10th Street 303,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-30T14:11:15+00:00,Active,active,474738,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474738/5321-N-10th-Street-303-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-30,116.21
townhouse,5321 N 10th Street 502,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-30T15:13:06+00:00,Active,active,474866,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474866/5321-N-10th-Street-502-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-30,116.21
townhouse,5321 N 10th Street 404,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-30T15:13:06+00:00,Active,active,474863,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474863/5321-N-10th-Street-404-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-30,116.21
townhouse,5321 N 10th Street 401,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-30T15:13:11+00:00,Active,active,474854,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474854/5321-N-10th-Street-401-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-30,116.21
townhouse,5321 N 10th Street 501,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-30T15:13:11+00:00,Active,active,474865,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474865/5321-N-10th-Street-501-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-30,116.21
townhouse,5321 N 10th Street 403,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-30T15:13:12+00:00,Active,active,474858,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474858/5321-N-10th-Street-403-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-30,116.21
townhouse,5321 N 10th Street 301,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,3,2,200000,,,,2025-06-30T15:13:15+00:00,Active,active,474868,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474868/5321-N-10th-Street-301-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-30,116.21
townhouse,3113 Arroyo Avenue,McAllen,TX,78504,Villanueva Estates At Trinity Oaks,Residential,Single Family Residence,2022,0.147,6381,1451,3,2,270000,,,,2025-08-18T19:24:30+00:00,Pending,active,477981,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/477981/3113-Arroyo-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,270000,2025-08-18,42.31
townhouse,9401 N 10th Street 3-15,McAllen,TX,78504,Timberhill Villa # 3,Residential,Mobile Home,1990,0.145,6320,840,1,1,70000,,,,2025-12-29T14:10:22+00:00,Active,active,490614,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/490614/9401-N-10th-Street-3-15-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,70000,2025-12-29,11.08
townhouse,1600 W Nolana Avenue A5,McAllen,TX,78504,Case Madrid Townhouses,Residential,Townhouse,1973,0.075,3263,945,2,2,138000,,,,2026-03-04T01:30:43+00:00,Active,active,497089,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/497089/1600-W-Nolana-Avenue-A5-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,138000,2026-03-04,42.29
townhouse,3008 S M Street,McAllen,TX,78504,Las Canadas,Residential,Townhouse,2007,0.075,3280,1331,3,3,168000,,,,2026-01-06T02:01:53+00:00,Active,active,491287,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491287/3008-S-M-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,168000,2026-01-06,51.22
townhouse,4221 Heron Avenue 17,McAllen,TX,78504,Sunset Village Condominiums,Residential,Condominium,2025,0.082,3551,980,3,2,169500,,,,2026-02-01T19:36:13+00:00,Active,active,493172,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493172/4221-Heron-Avenue-17-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,169500,2026-02-01,47.73
townhouse,2707 E Solar Drive,Mission,TX,78501,Garden Path,Residential,Townhouse,2025,0.06,2614,1963,3,3,363000,,3/19/2026,,2026-01-02T17:33:00+00:00,Closed,sold,491020,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491020/2707-E-Solar-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,363000,3/19/2026,138.87
townhouse,2613 E Solar Drive,Mission,TX,78501,Garden Path,Residential,Townhouse,2025,0.061,2660,1918,3,3,427000,,3/09/2026,,2025-10-18T22:20:43+00:00,Closed,sold,483734,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483734/2613-E-Solar-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,427000,3/09/2026,160.53
townhouse,2329 N Peking Street,McAllen,TX,78501,Villas At La Vista,Residential,Single Family Residence,2023,0.126,5502,1867,3,2,295000,,4/28/2023,,2023-01-16T00:00:00+00:00,Closed,sold,396722,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/396722/2329-N-Peking-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,295000,4/28/2023,53.62
townhouse,1900 La Vista Avenue,McAllen,TX,78501,Del-Lou,Residential,Townhouse,1976,0.079,3419,1410,4,2,180000,,5/26/2023,,2023-01-19T00:00:00+00:00,Closed,sold,396649,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/396649/1900-La-Vista-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,180000,5/26/2023,52.65
townhouse,1401 N 15th Street A-5,McAllen,TX,78501,Boulevard Heights Condo,Residential,Condominium,1989,0.063,2726,1146,2,3,155000,,6/05/2023,,2023-04-10T00:00:00+00:00,Closed,sold,401600,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/401600/1401-N-15th-Street-A-5-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,155000,6/05/2023,56.86
townhouse,301 E La Vista Avenue 50,McAllen,TX,78501,Sunset Village Condominiums,Residential,Condominium,1979,0.142,6181,1714,3,3,215000,,6/14/2023,,2023-04-19T00:00:00+00:00,Closed,sold,402245,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/402245/301-E-La-Vista-Avenue-50-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,215000,6/14/2023,34.78
townhouse,340 N 35th Lane,McAllen,TX,78501,Tropical Village,Residential,Single Family Residence,1996,0.131,5702,1310,2,2,178000,,6/23/2023,,2023-06-09T00:00:00+00:00,Closed,sold,406904,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406904/340-N-35th-Lane-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,178000,6/23/2023,31.22
townhouse,1313 E Daffodil Avenue UTC,McAllen,TX,78501,Sunrise Terrace Condominiums,Residential,Condominium,2014,0.045,1972,1216,2,3,159900,,7/17/2023,,2023-05-31T00:00:00+00:00,Closed,sold,406282,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406282/1313-E-Daffodil-Avenue-UTC-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,159900,7/17/2023,81.09
townhouse,118 E Maple Avenue,McAllen,TX,78501,Bon Marche,Residential,Townhouse,2023,0.049,2151,1512,3,3,252600,,8/02/2023,,2023-05-17T00:00:00+00:00,Closed,sold,404869,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/404869/118-E-Maple-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,252600,8/02/2023,117.43
townhouse,3509 N 23rd Lane 209,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1985,0.035,1528,1114,2,1,67000,,6/19/2025,,2024-10-22T22:18:15+00:00,Closed,sold,452026,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/452026/3509-N-23rd-Lane-209-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,67000,6/19/2025,43.85
townhouse,3509 N 23rd Lane 205,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1985,0.035,1528,1114,2,1,67000,,6/19/2025,,2024-10-22T22:17:45+00:00,Closed,sold,451952,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/451952/3509-N-23rd-Lane-205-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,67000,6/19/2025,43.85
townhouse,3505 N 23rd Lane 211,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1985,0.035,1528,1114,2,1,71000,,12/16/2024,,2024-10-22T23:19:26+00:00,Closed,sold,452028,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/452028/3505-N-23rd-Lane-211-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,71000,12/16/2024,46.47
townhouse,3505 N 23rd Lane 212,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1985,0.04,1721,1305,2,2,86600,,8/20/2024,,2024-07-14T14:37:33+00:00,Closed,sold,444037,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/444037/3505-N-23rd-Lane-212-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,86600,8/20/2024,50.32
townhouse,3505 N 23rd Lane 209,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1985,0.037,1629,1191,2,2,90000,,10/21/2024,,2024-06-29T16:34:23+00:00,Closed,sold,442594,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/442594/3505-N-23rd-Lane-209-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,90000,10/21/2024,55.25
townhouse,1324 E Camellia Avenue D,McAllen,TX,78501,Latitude 360 Condos,Residential,Condominium,2009,0.062,2713,1236,2,3,179500,,,,2026-04-15T17:13:45+00:00,Active,active,501788,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501788/1324-E-Camellia-Avenue-D-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,179500,2026-04-15,66.16
townhouse,1217 E Camellia Avenue A,McAllen,TX,78501,Latitude 360 Condos,Residential,Condominium,2016,0.047,2025,1309,2,3,176000,,,,2026-04-14T14:18:29+00:00,Active,active,501422,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501422/1217-E-Camellia-Avenue-A-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,176000,2026-04-14,86.91
townhouse,2603 E Solar Drive,Mission,TX,78501,Garden Path,Residential,Townhouse,2025,0.061,2648,1563,3,3,280000,,,,2026-04-13T16:17:24+00:00,Active,active,501601,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501601/2603-E-Solar-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,280000,2026-04-13,105.74
townhouse,900 S Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2026,0.06,2613,1574,3,3,299000,,,,2026-04-09T16:25:16+00:00,Active,active,501282,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501282/900-S-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,299000,2026-04-09,114.43
townhouse,822 Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2025,0.057,2499,1574,3,3,299000,,,,2026-04-08T23:22:13+00:00,Active,active,501133,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501133/822-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,299000,2026-04-08,119.65
townhouse,2332 N Peking Street,McAllen,TX,78501,Villas At La Vista,Residential,Single Family Residence,2025,0.12,5218,2277,3,3,336000,,,,2026-04-07T09:27:25+00:00,Active,active,501071,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501071/2332-N-Peking-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,336000,2026-04-07,64.39
townhouse,900 E Dallas Avenue UT18,McAllen,TX,78501,Royal Village,Residential,Condominium,1981,0.111,4830,1371,2,2,138900,,,,2026-04-01T16:42:25+00:00,Active,active,500441,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/500441/900-E-Dallas-Avenue-UT18-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,138900,2026-04-01,28.76
townhouse,1405 N 15th Street B-16,McAllen,TX,78501,Boulevard Heights,Residential,Condominium,1989,0.052,2255,1146,2,3,175000,,,,2024-04-10T23:03:55+00:00,Active,active,433424,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/433424/1405-N-15th-Street-B-16-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,175000,2024-04-10,77.61
townhouse,810 Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2025,0.052,2266,2022,3,3,364000,,,,2025-03-18T18:54:48+00:00,Active,active,465500,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/465500/810-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,364000,2025-03-18,160.64
townhouse,808 Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2025,0.052,2266,2022,3,3,364000,,,,2025-03-18T18:54:48+00:00,Active,active,465498,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/465498/808-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,364000,2025-03-18,160.64
townhouse,2417 W Iris Avenue,McAllen,TX,78501,Maravillas #1,Residential,Single Family Residence,1978,0.138,5998,1838,3,2,183500,,,,2025-05-23T16:13:06+00:00,Active,active,471832,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/471832/2417-W-Iris-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,183500,2025-05-23,30.59
townhouse,800 E Dallas Avenue 7,McAllen,TX,78501,Hawaiian Village,Residential,Condominium,1973,0.09,3919,1423,2,2,145000,,,,2025-06-06T19:09:08+00:00,Active,active,473118,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/473118/800-E-Dallas-Avenue-7-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,145000,2025-06-06,37.0
townhouse,2401 N I Street,McAllen,TX,78501,Clocktower Village,Residential,Condominium,1995,0.073,3171,1438,3,2,205000,,,,2025-08-08T20:27:48+00:00,Active,active,475625,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/475625/2401-N-I-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,205000,2025-08-08,64.65
townhouse,820 S Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2025,0.057,2499,1690,3,3,314900,,,,2025-09-05T20:46:40+00:00,Active,active,479071,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/479071/820-S-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,314900,2025-09-05,126.01
townhouse,2922 N 50th Lane,McAllen,TX,78501,Las Villas De Camila,Residential,Single Family Residence,2016,0.067,2914,1575,3,2,255000,,,,2025-10-11T16:24:00+00:00,Active,active,483112,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483112/2922-N-50th-Lane-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,255000,2025-10-11,87.51
townhouse,3201 N 25 1/2 Street,McAllen,TX,78501,Palm Gardens Condominiums,Residential,Condominium,1982,0.07,3053,690,1,1,105000,,,,2025-12-02T16:26:52+00:00,Active,active,488012,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488012/3201-N-25-1-2-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,105000,2025-12-02,34.39
townhouse,800 E Dallas Avenue 17,McAllen,TX,78501,Hawaiian Village,Residential,Condominium,1973,0.09,3919,1390,2,2,149000,,,,2025-12-04T19:41:40+00:00,Active,active,488338,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488338/800-E-Dallas-Avenue-17-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,149000,2025-12-04,38.02
townhouse,410 N 38th Street,McAllen,TX,78501,Golden Acres Retirement,Residential,Townhouse,1979,0.076,3301,1210,3,1,150000,,,,2026-01-22T02:28:09+00:00,Active,active,492686,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492686/410-N-38th-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,150000,2026-01-22,45.44
townhouse,103 S 48th Lane 1,McAllen,TX,78501,Shary Condominiums,Residential,Condominium,2007,0.092,4007,1272,3,3,160000,,,,2026-01-23T21:43:30+00:00,Active,active,492979,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492979/103-S-48th-Lane-1-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,160000,2026-01-23,39.93
townhouse,103 S 48th Lane 4,McAllen,TX,78501,Shary Condominiums,Residential,Condominium,2007,0.092,4007,1272,3,3,160000,,,,2026-01-23T21:43:30+00:00,Active,active,492976,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492976/103-S-48th-Lane-4-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,160000,2026-01-23,39.93
townhouse,3605 Cedar Avenue,McAllen,TX,78501,Tropical Village,Residential,Single Family Residence,1990,0.099,4298,1381,2,2,169000,,,,2025-12-05T20:50:10+00:00,Pending,active,488230,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488230/3605-Cedar-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,169000,2025-12-05,39.32
townhouse,1827 Sunset Drive,Mission,TX,78572,Sunset Meadows,Residential,Townhouse,2022,0.053,2299,1535,3,3,279000,,5/03/2023,,2023-02-28T00:00:00+00:00,Closed,sold,399213,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/399213/1827-Sunset-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,279000,5/03/2023,121.36
townhouse,3600 Denia Court,Mission,TX,78572,Las Villas At Lago Escondido,Residential,Single Family Residence,2013,0.137,5949,3085,4,5,356500,,5/19/2023,,2022-11-28T00:00:00+00:00,Closed,sold,389230,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/389230/3600-Denia-Court-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,356500,5/19/2023,59.93
townhouse,4006 Mallard Drive,Mission,TX,78572,Retama Village,Residential,Single Family Residence,2007,0.074,3199,240,0,1,48000,,6/09/2023,,2022-12-22T00:00:00+00:00,Closed,sold,378049,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/378049/4006-Mallard-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,48000,6/09/2023,15.0
townhouse,1829 Sunset Drive,Mission,TX,78572,Sunset Meadows,Residential,Townhouse,2022,0.053,2299,1535,3,3,274000,,6/22/2023,,2023-02-02T00:00:00+00:00,Closed,sold,391589,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/391589/1829-Sunset-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,274000,6/22/2023,119.18
townhouse,3317 Marla Drive,Palmview,TX,78572,Villa Rama #4,Residential,Single Family Residence,2005,0.138,5998,1248,4,2,158000,,6/28/2023,,2023-04-12T00:00:00+00:00,Closed,sold,401840,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/401840/3317-Marla-Drive-Palmview-TX?widgetReferer=true,IDX-juanjoseelizondo,158000,6/28/2023,26.34
townhouse,4011 Lark Drive,Mission,TX,78572,Retama Village,Residential,Single Family Residence,2007,0.074,3199,240,0,0,50000,,4/26/2024,,2023-04-20T00:00:00+00:00,Closed,sold,403360,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/403360/4011-Lark-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,50000,4/26/2024,15.63
townhouse,4109 Mallard Drive,Mission,TX,78572,Retama Village,Residential,Single Family Residence,2007,0.074,3199,240,0,1,54000,,1/30/2026,,2025-02-11T23:45:11+00:00,Closed,sold,461181,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/461181/4109-Mallard-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,54000,1/30/2026,16.88
townhouse,2323 Dorado Drive,Mission,TX,78573,Mar,Residential,Townhouse,2017,0.065,2813,1661,3,3,230000,,1/31/2025,,2024-12-17T17:15:16+00:00,Closed,sold,456929,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/456929/2323-Dorado-Drive-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,230000,1/31/2025,81.76
townhouse,2208 N Mayberry Road,Mission,TX,78573,Vista Verde Villas Condos,Residential,Condominium,1983,0.08,3484,1000,2,2,140000,,7/31/2025,,2025-07-14T21:19:12+00:00,Closed,sold,475828,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/475828/2208-N-Mayberry-Road-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,140000,7/31/2025,40.18
townhouse,608 Mountain Road 9A,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2026,0.06,2613,1131,3,2,179000,,,,2026-04-24T22:37:25+00:00,Active,active,502720,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502720/608-Mountain-Road-9A-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,179000,2026-04-24,68.5
townhouse,602 Mountain Road 12-B,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2026,0.06,2613,1131,3,2,179000,,,,2026-04-24T21:36:54+00:00,Active,active,502684,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502684/602-Mountain-Road-12-B-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,179000,2026-04-24,68.5
townhouse,602 Mountain Road 12-A,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2026,0.06,2613,1131,3,2,179000,,,,2026-04-24T20:36:43+00:00,Active,active,502682,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502682/602-Mountain-Road-12-A-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,179000,2026-04-24,68.5
townhouse,611 Mountain Road 5A,Mission,TX,78573,Trosper,Residential,Condominium,2026,0.06,2613,1210,3,2,189000,,,,2026-04-22T23:40:39+00:00,Active,active,502516,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502516/611-Mountain-Road-5A-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,189000,2026-04-22,72.33
townhouse,611 Mountain Road 5B,Mission,TX,78573,Trosper,Residential,Condominium,2026,0.06,2613,1210,3,2,189000,,,,2026-04-22T23:40:20+00:00,Active,active,502519,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502519/611-Mountain-Road-5B-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,189000,2026-04-22,72.33
townhouse,2206 Corales Street,Mission,TX,78573,Mar,Residential,Townhouse,2025,0.065,2813,1718,3,3,295000,,,,2026-04-17T15:28:02+00:00,Active,active,502075,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502075/2206-Corales-Street-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,295000,2026-04-17,104.87
townhouse,2715 Mimosa Street 7,Mission,TX,78573,The Haven At Adams Crossing,Residential,Condominium,2012,0.039,1711,1209,3,2,170000,,,,2025-04-07T16:22:01+00:00,Active,active,466284,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/466284/2715-Mimosa-Street-7-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,170000,2025-04-07,99.36
townhouse,3626 Ida Drive,Palmview,TX,78573,Villa Rama East,Residential,Single Family Residence,2008,0.138,5999,1892,4,2,240000,,,,2025-04-19T16:28:10+00:00,Active,active,469090,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/469090/3626-Ida-Drive-Palmview-TX?widgetReferer=true,IDX-juanjoseelizondo,240000,2025-04-19,40.01
townhouse,3305 Harding Avenue,Alton,TX,78573,Villa Real Estates,Residential,Single Family Residence,2016,0.138,5999,1496,3,3,270000,,,,2025-05-14T00:11:44+00:00,Active,active,471205,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/471205/3305-Harding-Avenue-Alton-TX?widgetReferer=true,IDX-juanjoseelizondo,270000,2025-05-14,45.01
townhouse,616 Mountain Road D,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2026,0.06,2613,1210,3,2,175000,,,,2026-04-03T16:22:42+00:00,Active,active,500836,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/500836/616-Mountain-Road-D-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,175000,2026-04-03,66.97
townhouse,611 Mountain Road 19D,Mission,TX,78573,Trosper,Residential,Condominium,2026,0.06,2613,1210,3,2,179000,,,,2026-04-07T00:25:28+00:00,Active,active,501030,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501030/611-Mountain-Road-19D-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,179000,2026-04-07,68.5
townhouse,2805 Mimosa Street 1,Mission,TX,78574,The Haven At Adams Crossing,Residential,Condominium,2009,0.039,1711,1222,2,2,162000,,7/10/2023,,2023-05-09T00:00:00+00:00,Closed,sold,404297,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/404297/2805-Mimosa-Street-1-Mission-TX?widgetReferer=true,IDX-juanjoseelizondo,162000,7/10/2023,94.68
