tier,source,comp_type,address,city,state,zip,subdivision,prop_type,prop_subtype,lot_sf,finished_sf,year_built,beds,baths,price,price_per_lot_sf,date,status,query_status,mls_id,source_url,notes,tier_rationale
D,IDX-juanjoseelizondo,townhouse_retail,340 N 35th Lane,McAllen,TX,78501,Tropical Village,Residential,Single Family Residence,5702,1310,1996,2,2,178000,31.22,6/23/2023,Closed,sold,406904,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406904/340-N-35th-Lane-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,1313 E Daffodil Avenue UTC,McAllen,TX,78501,Sunrise Terrace Condominiums,Residential,Condominium,1972,1216,2014,2,3,159900,81.09,7/17/2023,Closed,sold,406282,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406282/1313-E-Daffodil-Avenue-UTC-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,118 E Maple Avenue,McAllen,TX,78501,Bon Marche,Residential,Townhouse,2151,1512,2023,3,3,252600,117.43,8/02/2023,Closed,sold,404869,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/404869/118-E-Maple-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,3509 N 23rd Lane 209,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1528,1114,1985,2,1,67000,43.85,6/19/2025,Closed,sold,452026,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/452026/3509-N-23rd-Lane-209-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,3509 N 23rd Lane 205,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1528,1114,1985,2,1,67000,43.85,6/19/2025,Closed,sold,451952,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/451952/3509-N-23rd-Lane-205-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
B,IDX-juanjoseelizondo,townhouse_retail,3505 N 23rd Lane 211,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1528,1114,1985,2,1,71000,46.47,12/16/2024,Closed,sold,452028,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/452028/3505-N-23rd-Lane-211-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
B,IDX-juanjoseelizondo,townhouse_retail,3505 N 23rd Lane 212,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1721,1305,1985,2,2,86600,50.32,8/20/2024,Closed,sold,444037,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/444037/3505-N-23rd-Lane-212-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
B,IDX-juanjoseelizondo,townhouse_retail,3505 N 23rd Lane 209,McAllen,TX,78501,Saxon Village Condos,Residential,Condominium,1629,1191,1985,2,2,90000,55.25,10/21/2024,Closed,sold,442594,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/442594/3505-N-23rd-Lane-209-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
C,IDX-juanjoseelizondo,townhouse_retail,1324 E Camellia Avenue D,McAllen,TX,78501,Latitude 360 Condos,Residential,Condominium,2713,1236,2009,2,3,179500,66.16,2026-04-15,Active,active,501788,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501788/1324-E-Camellia-Avenue-D-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,1217 E Camellia Avenue A,McAllen,TX,78501,Latitude 360 Condos,Residential,Condominium,2025,1309,2016,2,3,176000,86.91,2026-04-14,Active,active,501422,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501422/1217-E-Camellia-Avenue-A-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2603 E Solar Drive,Mission,TX,78501,Garden Path,Residential,Townhouse,2648,1563,2025,3,3,280000,105.74,2026-04-13,Active,active,501601,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501601/2603-E-Solar-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,900 S Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2613,1574,2026,3,3,299000,114.43,2026-04-09,Active,active,501282,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501282/900-S-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,822 Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2499,1574,2025,3,3,299000,119.65,2026-04-08,Active,active,501133,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501133/822-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,2332 N Peking Street,McAllen,TX,78501,Villas At La Vista,Residential,Single Family Residence,5218,2277,2025,3,3,336000,64.39,2026-04-07,Active,active,501071,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501071/2332-N-Peking-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,900 E Dallas Avenue UT18,McAllen,TX,78501,Royal Village,Residential,Condominium,4830,1371,1981,2,2,138900,28.76,2026-04-01,Active,active,500441,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/500441/900-E-Dallas-Avenue-UT18-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,1405 N 15th Street B-16,McAllen,TX,78501,Boulevard Heights,Residential,Condominium,2255,1146,1989,2,3,175000,77.61,2024-04-10,Active,active,433424,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/433424/1405-N-15th-Street-B-16-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,810 Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2266,2022,2025,3,3,364000,160.64,2025-03-18,Active,active,465500,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/465500/810-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,808 Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2266,2022,2025,3,3,364000,160.64,2025-03-18,Active,active,465498,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/465498/808-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,2417 W Iris Avenue,McAllen,TX,78501,Maravillas #1,Residential,Single Family Residence,5998,1838,1978,3,2,183500,30.59,2025-05-23,Active,active,471832,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/471832/2417-W-Iris-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,800 E Dallas Avenue 7,McAllen,TX,78501,Hawaiian Village,Residential,Condominium,3919,1423,1973,2,2,145000,37.0,2025-06-06,Active,active,473118,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/473118/800-E-Dallas-Avenue-7-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2401 N I Street,McAllen,TX,78501,Clocktower Village,Residential,Condominium,3171,1438,1995,3,2,205000,64.65,2025-08-08,Active,active,475625,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/475625/2401-N-I-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,820 S Bicentennial Boulevard,McAllen,TX,78501,Guerra,Residential,Townhouse,2499,1690,2025,3,3,314900,126.01,2025-09-05,Active,active,479071,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/479071/820-S-Bicentennial-Boulevard-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2922 N 50th Lane,McAllen,TX,78501,Las Villas De Camila,Residential,Single Family Residence,2914,1575,2016,3,2,255000,87.51,2025-10-11,Active,active,483112,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483112/2922-N-50th-Lane-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,3201 N 25 1/2 Street,McAllen,TX,78501,Palm Gardens Condominiums,Residential,Condominium,3053,690,1982,1,1,105000,34.39,2025-12-02,Active,active,488012,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488012/3201-N-25-1-2-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,800 E Dallas Avenue 17,McAllen,TX,78501,Hawaiian Village,Residential,Condominium,3919,1390,1973,2,2,149000,38.02,2025-12-04,Active,active,488338,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488338/800-E-Dallas-Avenue-17-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,410 N 38th Street,McAllen,TX,78501,Golden Acres Retirement,Residential,Townhouse,3301,1210,1979,3,1,150000,45.44,2026-01-22,Active,active,492686,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492686/410-N-38th-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,103 S 48th Lane 1,McAllen,TX,78501,Shary Condominiums,Residential,Condominium,4007,1272,2007,3,3,160000,39.93,2026-01-23,Active,active,492979,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492979/103-S-48th-Lane-1-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,103 S 48th Lane 4,McAllen,TX,78501,Shary Condominiums,Residential,Condominium,4007,1272,2007,3,3,160000,39.93,2026-01-23,Active,active,492976,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492976/103-S-48th-Lane-4-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,3605 Cedar Avenue,McAllen,TX,78501,Tropical Village,Residential,Single Family Residence,4298,1381,1990,2,2,169000,39.32,2025-12-05,Pending,active,488230,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488230/3605-Cedar-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,1827 Sunset Drive,Mission,TX,78572,Sunset Meadows,Residential,Townhouse,2299,1535,2022,3,3,279000,121.36,5/03/2023,Closed,sold,399213,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/399213/1827-Sunset-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,3600 Denia Court,Mission,TX,78572,Las Villas At Lago Escondido,Residential,Single Family Residence,5949,3085,2013,4,5,356500,59.93,5/19/2023,Closed,sold,389230,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/389230/3600-Denia-Court-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4006 Mallard Drive,Mission,TX,78572,Retama Village,Residential,Single Family Residence,3199,240,2007,0,1,48000,15.0,6/09/2023,Closed,sold,378049,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/378049/4006-Mallard-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,1829 Sunset Drive,Mission,TX,78572,Sunset Meadows,Residential,Townhouse,2299,1535,2022,3,3,274000,119.18,6/22/2023,Closed,sold,391589,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/391589/1829-Sunset-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,3317 Marla Drive,Palmview,TX,78572,Villa Rama #4,Residential,Single Family Residence,5998,1248,2005,4,2,158000,26.34,6/28/2023,Closed,sold,401840,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/401840/3317-Marla-Drive-Palmview-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
B,IDX-juanjoseelizondo,townhouse_retail,4011 Lark Drive,Mission,TX,78572,Retama Village,Residential,Single Family Residence,3199,240,2007,0,0,50000,15.63,4/26/2024,Closed,sold,403360,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/403360/4011-Lark-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
A,IDX-juanjoseelizondo,townhouse_retail,4109 Mallard Drive,Mission,TX,78572,Retama Village,Residential,Single Family Residence,3199,240,2007,0,1,54000,16.88,1/30/2026,Closed,sold,461181,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/461181/4109-Mallard-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
B,IDX-juanjoseelizondo,townhouse_retail,2323 Dorado Drive,Mission,TX,78573,Mar,Residential,Townhouse,2813,1661,2017,3,3,230000,81.76,1/31/2025,Closed,sold,456929,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/456929/2323-Dorado-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
A,IDX-juanjoseelizondo,townhouse_retail,2208 N Mayberry Road,Mission,TX,78573,Vista Verde Villas Condos,Residential,Condominium,3484,1000,1983,2,2,140000,40.18,7/31/2025,Closed,sold,475828,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/475828/2208-N-Mayberry-Road-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
C,IDX-juanjoseelizondo,townhouse_retail,608 Mountain Road 9A,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2613,1131,2026,3,2,179000,68.5,2026-04-24,Active,active,502720,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502720/608-Mountain-Road-9A-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,602 Mountain Road 12-B,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2613,1131,2026,3,2,179000,68.5,2026-04-24,Active,active,502684,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502684/602-Mountain-Road-12-B-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,602 Mountain Road 12-A,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2613,1131,2026,3,2,179000,68.5,2026-04-24,Active,active,502682,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502682/602-Mountain-Road-12-A-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,611 Mountain Road 5A,Mission,TX,78573,Trosper,Residential,Condominium,2613,1210,2026,3,2,189000,72.33,2026-04-22,Active,active,502516,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502516/611-Mountain-Road-5A-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,611 Mountain Road 5B,Mission,TX,78573,Trosper,Residential,Condominium,2613,1210,2026,3,2,189000,72.33,2026-04-22,Active,active,502519,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502519/611-Mountain-Road-5B-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2206 Corales Street,Mission,TX,78573,Mar,Residential,Townhouse,2813,1718,2025,3,3,295000,104.87,2026-04-17,Active,active,502075,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502075/2206-Corales-Street-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2715 Mimosa Street 7,Mission,TX,78573,The Haven At Adams Crossing,Residential,Condominium,1711,1209,2012,3,2,170000,99.36,2025-04-07,Active,active,466284,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/466284/2715-Mimosa-Street-7-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,3626 Ida Drive,Palmview,TX,78573,Villa Rama East,Residential,Single Family Residence,5999,1892,2008,4,2,240000,40.01,2025-04-19,Active,active,469090,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/469090/3626-Ida-Drive-Palmview-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,3305 Harding Avenue,Alton,TX,78573,Villa Real Estates,Residential,Single Family Residence,5999,1496,2016,3,3,270000,45.01,2025-05-14,Active,active,471205,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/471205/3305-Harding-Avenue-Alton-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,616 Mountain Road D,Mission,TX,78573,"Trosper Creek ""p"" Condominiums",Residential,Condominium,2613,1210,2026,3,2,175000,66.97,2026-04-03,Active,active,500836,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/500836/616-Mountain-Road-D-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,611 Mountain Road 19D,Mission,TX,78573,Trosper,Residential,Condominium,2613,1210,2026,3,2,179000,68.5,2026-04-07,Active,active,501030,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501030/611-Mountain-Road-19D-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,2805 Mimosa Street 1,Mission,TX,78574,The Haven At Adams Crossing,Residential,Condominium,1711,1222,2009,2,2,162000,94.68,7/10/2023,Closed,sold,404297,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/404297/2805-Mimosa-Street-1-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,2715 Mimosa Street 1,Mission,TX,78574,The Haven At Adams Crossing,Residential,Condominium,1711,1222,2012,3,2,135000,78.9,2026-04-17,Pending,active,502080,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502080/2715-Mimosa-Street-1-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2504 Ana Regina Street,Mission,TX,78574,Garden Path,Residential,Townhouse,3256,1944,2026,3,4,359640,110.45,2026-04-01,Active,active,500134,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/500134/2504-Ana-Regina-Street-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2507 E Solar Drive,Mission,TX,78574,Garden Path,Residential,Townhouse,3365,1542,2024,3,4,326800,97.12,2024-12-13,Active,active,456753,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/456753/2507-E-Solar-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
